sf_code;sf_nd_code;sf_ad_code;sf_zp_code;sf_escal;sf_etage;sf_oper;sf_type;sf_prop;sf_resid;sf_local;sf_racco;sf_comment;sf_creadat;sf_majdate;sf_majsrc;sf_abddate;sf_abdsrc
3464899;3464899;3464899;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3464957;3464957;3464957;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465063;3465063;3465063;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465143;3465143;3465143;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465145;3465145;3465145;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465156;3465156;3465156;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465179;3465179;3465179;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3463560;3463560;3463560;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463563;3463563;3463563;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463638;3463638;3463638;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463722;3463722;3463722;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464061;3464061;3464061;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;16/01/2012;;;;
3464410;3464410;3464410;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464439;3464439;3464439;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464442;3464442;3464442;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464814;3464814;3464814;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;08/12/2009;;;;
3464900;3464900;3464900;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465066;3465066;3465066;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465141;3465141;3465141;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465174;3465174;3465174;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465201;3465201;3465201;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465255;3465255;3465255;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3465272;3465272;3465272;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
5589507;5589507;5589507;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;29/01/2014;;;;
3462071;3462071;3462071;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;24/08/2009;;;;
3462701;3462701;3462701;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;05/12/2007;;;;
3463359;3463359;3463359;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463526;3463526;3463526;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463634;3463634;3463634;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463651;3463651;3463651;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463683;3463683;3463683;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464376;3464376;3464376;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/04/2009;;;;
3464407;3464407;3464407;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464573;3464573;3464573;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;01/02/2010;;;;
3464658;3464658;3464658;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/09/2009;;;;
3464892;3464892;3464892;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464904;3464904;3464904;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464984;3464984;3464984;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465030;3465030;3465030;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465037;3465037;3465037;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465043;3465043;3465043;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465045;3465045;3465045;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465167;3465167;3465167;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465225;3465225;3465225;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465245;3465245;3465245;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465254;3465254;3465254;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3463384;3463384;3463384;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463492;3463492;3463492;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463528;3463528;3463528;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463533;3463533;3463533;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463548;3463548;3463548;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463608;3463608;3463608;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463669;3463669;3463669;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463704;3463704;3463704;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464327;3464327;3464327;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;16/02/2010;;;;
3464400;3464400;3464400;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/01/2010;;;;
3464415;3464415;3464415;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464879;3464879;3464879;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3464920;3464920;3464920;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465050;3465050;3465050;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465055;3465055;3465055;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465059;3465059;3465059;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465072;3465072;3465072;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465191;3465191;3465191;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465208;3465208;3465208;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3465235;3465235;3465235;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/01/2012;;;;
3465266;3465266;3465266;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463278;3463278;3463278;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463296;3463296;3463296;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3463564;3463564;3463564;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463593;3463593;3463593;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463695;3463695;3463695;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464579;3464579;3464579;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;01/02/2010;;;;
3464677;3464677;3464677;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;06/10/2009;;;;
3464864;3464864;3464864;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464922;3464922;3464922;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3464956;3464956;3464956;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3465053;3465053;3465053;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465250;3465250;3465250;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465258;3465258;3465258;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463486;3463486;3463486;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463558;3463558;3463558;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463594;3463594;3463594;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463599;3463599;3463599;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464406;3464406;3464406;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/09/2009;;;;
3464440;3464440;3464440;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;03/08/2009;;;;
3464468;3464468;3464468;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;18/01/2012;;;;
3464646;3464646;3464646;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;23/09/2009;;;;
3464871;3464871;3464871;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
3465049;3465049;3465049;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465126;3465126;3465126;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465158;3465158;3465158;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;17/07/2009;;;;
3465166;3465166;3465166;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465189;3465189;3465189;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465197;3465197;3465197;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465257;3465257;3465257;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3463650;3463650;3463650;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3463708;3463708;3463708;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464398;3464398;3464398;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;04/09/2009;;;;
3464476;3464476;3464476;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;01/12/2011;;;;
3464761;3464761;3464761;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;30/12/2011;;;;
3464841;3464841;3464841;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3464882;3464882;3464882;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465021;3465021;3465021;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465100;3465100;3465100;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;22/07/2009;;;;
3465132;3465132;3465132;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465232;3465232;3465232;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;21/07/2009;;;;
3465260;3465260;3465260;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;20/07/2009;;;;
5589505;5589505;5589505;;;;OR21;P;OR222;;LOCAL INFO CLIENT;RA;;29/01/2014;;;;
