do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
1388;36072;9SI-3-T93-072-ZO-32;;;;;200;;;;;;;;;;;
1389;36073;9SI-3-T93-072-ZO-30;;;;;200;;;;;;;;;;;
1390;36074;9SI-3-T93-007-ZO-28;;;;;200;;;;;;;;;;;
1391;36075;9SI-3-T93-005-RT-31;;;;;1000;;;;;;;;;;;
1392;36076;9SI-3-T92-071-RT-52;;;;;500;;;;;;;;;;;
1393;36077;9SI-3-T92-071-RT-53;;;;;500;;;;;;;;;;;
1394;36078;9SI-3-T92-002-RT-76;;;;;200;;;;;;;;;;;
1395;36079;9SI-3-T92-002-RT-63;;;;;200;;;;;;;;;;;
1396;36080;9SI-3-T92-002-RT-54;;;;;500;;;;;;;;;;;
1397;36081;NUME_9SI-3-T94-034-RT-58;;;;;500;;;;;;;;;;;
1398;36082;NUME_9SI-3-T94-034-RT-62;;;;;500;;;;;;;;;;;
1399;36083;9SI-3-T93-030-RT-26;;;;;200;;;;;;;;;;;
1400;36084;9SI-3-T93-030-RT-28;;;;;200;;;;;;;;;;;
1401;36085;9SI-3-T93-030-RT-55;;;;;200;;;;;;;;;;;
1402;36086;LDKC_9SI-3-T95-063-RT-05;;;;;200;;;;;;;;;;;
1403;36124;LEV3_9SI-3-T92-064-RT-29;;;;;1000;;;;;;;;;;;
1404;36125;SITR_9SI-3-T92-064-RT-56;;;;;500;;;;;;;;;;;
1405;36126;9SI-3-T95-218-ZO-01;;;;;200;;;;;;;;;;;
1406;36127;9SI-3-T93-007-RT-52;;;;;200;;;;;;;;;;;
1407;36128;9SI-3-T93-007-RT-42;;;;;200;;;;;;;;;;;
1408;36087;9SI-3-T95-063-RT-32;;;;;200;;;;;;;;;;;
1409;36088;9SI-3-T95-063-RT-30;;;;;200;;;;;;;;;;;
1410;36089;9SI-3-T95-063-RT-29;;;;;200;;;;;;;;;;;
1411;36090;LDKC_9SI-3-T95-018-RT-02;;;;;200;;;;;;;;;;;
1412;36091;9SI-3-T93-005-RT-29;;;;;1000;;;;;;;;;;;
1413;36129;9SI-3-T93-007-RT-40;;;;;200;;;;;;;;;;;
1414;36130;9SI-3-T93-007-RT-34;;;;;200;;;;;;;;;;;
1415;36131;9SI-3-T93-007-RT-36;;;;;200;;;;;;;;;;;
1416;36132;LEV3_9SI-3-T77-468-RT-54;;;;;500;;;;;;;;;;;
1417;36133;LEV3_9SI-3-T77-468-RT-53;;;;;500;;;;;;;;;;;
1418;36092;9SI-3-T93-005-RT-25;;;;;1000;;;;;;;;;;;
1419;36093;9SI-3-T93-005-RT-33;;;;;200;;;;;;;;;;;
1420;36094;9SI-3-T93-005-RT-27;;;;;200;;;;;;;;;;;
1421;36095;9SI-3-T93-005-ZO-27;;;;;200;;;;;;;;;;;
1422;36096;9SI-3-T92-002-RT-66;;;;;200;;;;;;;;;;;
1423;36134;LEV3_9SI-3-T77-468-RT-52;;;;;500;;;;;;;;;;;
1424;36135;LEV3_9SI-3-T77-468-RT-50;;;;;500;;;;;;;;;;;
1425;36136;9SI-3-T77-468-RT-58;;;;;200;;;;;;;;;;;
1426;36097;9SI-3-T92-002-RT-65;;;;;200;;;;;;;;;;;
1427;36098;9SI-3-T94-037-RT-58;;;;;200;;;;;;;;;;;
1428;36099;9SI-3-T94-037-RT-56;;;;;200;;;;;;;;;;;
1429;36100;9SI-3-T94-037-RT-57;;;;;200;;;;;;;;;;;
1430;36101;9SI-3-T93-030-RT-59;;;;;200;;;;;;;;;;;
1431;36102;9SI-3-T93-030-RT-57;;;;;200;;;;;;;;;;;
1432;36103;9SI-3-T93-030-RT-25;;;;;200;;;;;;;;;;;
1433;36104;SITR_9SI-3-T92-064-RT-54;;;;;500;;;;;;;;;;;
1434;36105;SITR_9SI-3-T92-064-RT-52;;;;;500;;;;;;;;;;;
1435;36106;9SI-3-T93-079-RT-51;;;;;200;;;;;;;;;;;
1436;36107;9SI-3-T93-079-RT-53;;;;;200;;;;;;;;;;;
1437;36108;9SI-3-T93-079-RT-27;;;;;200;;;;;;;;;;;
1438;36110;9SI-3-T93-079-RT-31;;;;;200;;;;;;;;;;;
1439;36117;9SI-3-T94-037-RT-55;;;;;200;;;;;;;;;;;
1440;36118;9SI-3-T94-037-RT-51;;;;;200;;;;;;;;;;;
1441;36119;9SI-3-T94-037-RT-63;;;;;200;;;;;;;;;;;
1442;36120;9SI-3-T93-046-RT-25;;;;;1000;;;;;;;;;;;
1443;36121;9SI-3-T93-046-ZO-26;;;;;200;;;;;;;;;;;
1444;36122;SITR_9SI-3-T92-064-RT-50;;;;;500;;;;;;;;;;;
1445;36123;LEV3_9SI-3-T92-064-RT-26;;;;;1000;;;;;;;;;;;
1446;35970;9SI-3-T93-078-RT-29;;;;;200;;;;;;;;;;;
1447;35971;9SI-3-T93-078-RT-25;;;;;200;;;;;;;;;;;
1448;35972;9SI-3-T93-078-RT-51;;;;;200;;;;;;;;;;;
1449;35974;9SI-3-T77-468-ZO-52;;;;;200;;;;;;;;;;;
1450;35975;9SI-3-T77-468-ZO-51;;;;;200;;;;;;;;;;;
1451;35976;LEV3_9SI-3-T77-337-RT-50;;;;;500;;;;;;;;;;;
1452;35977;9SI-3-T77-337-ZO-25;;;;;200;;;;;;;;;;;
1453;35978;9SI-3-T94-037-RT-50;;;;;200;;;;;;;;;;;
1454;35979;NUME_9SI-3-T94-034-RT-55;;;;;500;;;;;;;;;;;
1455;36006;LDKC_9SI-3-T95-063-RT-03;;;;;200;;;;;;;;;;;
1456;36007;9SI-3-T94-004-RT-50;;;;;200;;;;;;;;;;;
1457;36008;9SI-3-T94-002-ZO-50;;;;;200;;;;;;;;;;;
1458;36009;9SI-3-T93-007-RT-33;;;;;200;;;;;;;;;;;
1459;36010;9SI-3-T93-007-ZO-30;;;;;200;;;;;;;;;;;
1460;35980;NUME_9SI-3-T94-034-RT-59;;;;;500;;;;;;;;;;;
1461;35981;NUME_9SI-3-T94-034-RT-61;;;;;500;;;;;;;;;;;
1462;35982;9SI-3-T93-031-RT-54;;;;;500;;;;;;;;;;;
1463;35983;9SI-3-T92-035-ZO-50;;;;;200;;;;;;;;;;;
1464;35984;LDKC_9SI-3-T92-035-RT-02;;;;;200;;;;;;;;;;;
1465;36011;9SI-3-T92-020-RT-50;;;;;500;;;;;;;;;;;
1466;36012;9SI-3-T92-019-RT-50;;;;;500;;;;;;;;;;;
1467;36013;9SI-3-T92-019-RT-53;;;;;200;;;;;;;;;;;
1468;36041;9SI-3-T92-002-RT-59;;;;;200;;;;;;;;;;;
1469;35985;9SI-3-T95-063-RT-52;;;;;200;;;;;;;;;;;
1470;35986;9SI-3-T95-063-RT-51;;;;;200;;;;;;;;;;;
1471;35987;LDKC_9SI-3-T95-063-RT-06;;;;;200;;;;;;;;;;;
1472;35988;9SI-3-T93-078-RT-33;;;;;1000;;;;;;;;;;;
1473;35989;9SI-3-T93-078-RT-32;;;;;1000;;;;;;;;;;;
1474;36020;9SI-3-T92-064-ZO-55;;;;;200;;;;;;;;;;;
1475;36021;9SI-3-T92-064-ZO-54;;;;;200;;;;;;;;;;;
1476;36042;9SI-3-T92-002-RT-51;;;;;500;;;;;;;;;;;
1477;36043;9SI-3-T92-002-RT-52;;;;;500;;;;;;;;;;;
1478;36044;9SI-3-T92-002-RT-57;;;;;500;;;;;;;;;;;
1479;36045;9SI-3-T92-002-RT-58;;;;;500;;;;;;;;;;;
1480;36046;9SI-3-T93-013-RT-52;;;;;200;;;;;;;;;;;
1481;36062;9SI-3-T92-002-RT-55;;;;;500;;;;;;;;;;;
1482;36063;NUME_9SI-3-T94-034-RT-64;;;;;500;;;;;;;;;;;
1483;36064;NUME_9SI-3-T94-034-RT-57;;;;;500;;;;;;;;;;;
1484;36065;NUME_9SI-3-T94-034-RT-54;;;;;500;;;;;;;;;;;
1485;36066;LDKC_9SI-3-T92-035-RT-04;;;;;200;;;;;;;;;;;
1486;35990;9SI-3-T93-007-RT-37;;;;;200;;;;;;;;;;;
1487;35991;9SI-3-T93-007-RT-39;;;;;200;;;;;;;;;;;
1488;35992;9SI-3-T93-007-RT-27;;;;;200;;;;;;;;;;;
1489;35993;9SI-3-T77-337-RT-57;;;;;200;;;;;;;;;;;
1490;35994;9SI-3-T77-337-RT-56;;;;;200;;;;;;;;;;;
1491;36022;9SI-3-T92-064-ZO-52;;;;;200;;;;;;;;;;;
1492;36023;9SI-3-T92-064-ZO-51;;;;;200;;;;;;;;;;;
1493;36024;9SI-3-T92-064-ZO-50;;;;;200;;;;;;;;;;;
1494;36025;9SI-3-T94-002-ZO-01;;;;;200;;;;;;;;;;;
1495;36026;9SI-3-T93-079-RT-26;;;;;200;;;;;;;;;;;
1496;36047;9SI-3-T93-013-RT-54;;;;;200;;;;;;;;;;;
1497;36048;9SI-3-T93-013-ZO-28;;;;;200;;;;;;;;;;;
1498;36049;9SI-3-T93-007-RT-32;;;;;1000;;;;;;;;;;;
1499;36050;LDKC_9SI-3-T92-035-RT-01;;;;;200;;;;;;;;;;;
1500;36051;9SI-3-T94-073-RT-50;;;;;500;;;;;;;;;;;
1501;36067;LDKC_9SI-3-T92-035-RT-06;;;;;200;;;;;;;;;;;
1502;36068;LDKC_9SI-3-T92-035-RT-50;;;;;200;;;;;;;;;;;
1503;36069;9SI-3-T92-033-RT-54;;;;;200;;;;;;;;;;;
1504;36070;9SI-3-T92-033-RT-53;;;;;200;;;;;;;;;;;
1505;36071;9SI-3-T93-073-RT-27;;;;;1000;;;;;;;;;;;
1506;35999;9SI-3-T93-030-RT-29;;;;;200;;;;;;;;;;;
1507;36000;9SI-3-T93-030-RT-27;;;;;200;;;;;;;;;;;
1508;36027;9SI-3-T93-079-RT-54;;;;;500;;;;;;;;;;;
1509;36028;9SI-3-T93-079-RT-57;;;;;500;;;;;;;;;;;
1510;36029;9SI-3-T93-079-RT-55;;;;;500;;;;;;;;;;;
1511;36030;9SI-3-T92-019-RT-54;;;;;200;;;;;;;;;;;
1512;36031;9SI-3-T92-019-RT-55;;;;;500;;;;;;;;;;;
1513;36052;9SI-3-T94-073-RT-51;;;;;500;;;;;;;;;;;
1514;36053;9SI-3-T93-078-RT-27;;;;;200;;;;;;;;;;;
1515;36054;9SI-3-T93-077-RT-50;;;;;200;;;;;;;;;;;
1516;36055;9SI-3-T93-073-ZO-25;;;;;200;;;;;;;;;;;
1517;35718;9SI-3-T91-161-RT-52;;;;;500;;;;;;;;;;;
1518;35806;9SI-3-T77-468-RT-57;;;;;200;;;;;;;;;;;
1519;35900;9SI-3-T92-048-ZO-50;;;;;200;;;;;;;;;;;
1520;35901;SITR_9SI-3-T92-047-RT-51;;;;;500;;;;;;;;;;;
1521;35902;9SI-3-T95-078-RT-05;;;;;200;;;;;;;;;;;
1522;35903;9SI-3-T95-078-RT-01;;;;;200;;;;;;;;;;;
1523;35904;9SI-3-T95-063-RT-53;;;;;200;;;;;;;;;;;
1524;35926;9SI-3-T92-022-RT-60;;;;;200;;;;;;;;;;;
1525;35927;9SI-3-T92-022-RT-50;;;;;200;;;;;;;;;;;
1526;35928;9SI-3-T92-022-RT-54;;;;;200;;;;;;;;;;;
1527;35929;9SI-3-T92-022-RT-51;;;;;200;;;;;;;;;;;
1528;35930;9SI-3-T92-022-RT-58;;;;;200;;;;;;;;;;;
1529;35812;9SI-3-T93-039-RT-25;;;;;200;;;;;;;;;;;
1530;35813;9SI-3-T93-039-ZO-25;;;;;200;;;;;;;;;;;
1531;35814;9SI-3-T93-039-RT-50;;;;;200;;;;;;;;;;;
1532;35815;9SI-3-T93-031-RT-51;;;;;500;;;;;;;;;;;
1533;35816;9SI-3-T92-071-RT-54;;;;;500;;;;;;;;;;;
1534;35853;SITR_9SI-3-T92-004-RT-02;;;;;500;;;;;;;;;;;
1535;35854;9SI-3-T92-004-ZO-07;;;;;200;;;;;;;;;;;
1536;35855;9SI-3-T92-004-ZO-06;;;;;200;;;;;;;;;;;
1537;35856;9SI-3-T92-004-ZO-05;;;;;200;;;;;;;;;;;
1538;35857;9SI-3-T92-004-ZO-04;;;;;200;;;;;;;;;;;
1539;35937;9SI-3-T92-064-ZO-26;;;;;200;;;;;;;;;;;
1540;35938;9SI-3-T92-064-RT-58;;;;;200;;;;;;;;;;;
1541;35939;9SI-3-T92-002-RT-50;;;;;500;;;;;;;;;;;
1542;35940;9SI-3-T92-002-RT-79;;;;;500;;;;;;;;;;;
1543;35941;9SI-3-T92-002-RT-78;;;;;500;;;;;;;;;;;
1544;35942;9SI-3-T94-019-RT-27;;;;;200;;;;;;;;;;;
1545;35817;9SI-3-T95-218-RT-54;;;;;200;;;;;;;;;;;
1546;35818;9SI-3-T95-218-RT-53;;;;;200;;;;;;;;;;;
1547;35819;9SI-3-T95-218-RT-50;;;;;200;;;;;;;;;;;
1548;35820;LDKC_9SI-3-T95-176-RT-02;;;;;200;;;;;;;;;;;
1549;35821;9SI-3-T94-034-RT-68;;;;;200;;;;;;;;;;;
1550;35858;9SI-3-T93-014-RT-30;;;;;200;;;;;;;;;;;
1551;35859;9SI-3-T93-014-RT-31;;;;;200;;;;;;;;;;;
1552;35860;9SI-3-T93-014-RT-32;;;;;200;;;;;;;;;;;
1553;35861;9SI-3-T93-014-RT-33;;;;;200;;;;;;;;;;;
1554;35862;9SI-3-T93-014-RT-27;;;;;200;;;;;;;;;;;
1555;35905;9SI-3-T93-007-ZO-31;;;;;200;;;;;;;;;;;
1556;35906;9SI-3-T93-007-ZO-33;;;;;200;;;;;;;;;;;
1557;35907;9SI-3-T93-007-ZO-27;;;;;200;;;;;;;;;;;
1558;35908;9SI-3-T93-007-RT-35;;;;;200;;;;;;;;;;;
1559;35909;9SI-3-T92-032-RT-50;;;;;500;;;;;;;;;;;
1560;35943;9SI-3-T93-014-RT-25;;;;;200;;;;;;;;;;;
1561;35944;9SI-3-T93-013-RT-25;;;;;1000;;;;;;;;;;;
1562;35945;9SI-3-T93-013-RT-53;;;;;200;;;;;;;;;;;
1563;35946;9SI-3-T93-013-RT-51;;;;;200;;;;;;;;;;;
1564;35947;9SI-3-T95-018-RT-54;;;;;200;;;;;;;;;;;
1565;35822;9SI-3-T93-007-RT-26;;;;;1000;;;;;;;;;;;
1566;35823;9SI-3-T92-033-RT-52;;;;;200;;;;;;;;;;;
1567;35824;9SI-3-T92-033-RT-51;;;;;200;;;;;;;;;;;
1568;35825;9SI-3-T92-032-RT-55;;;;;500;;;;;;;;;;;
1569;35826;9SI-3-T92-032-RT-54;;;;;500;;;;;;;;;;;
1570;35863;LDKC_9SI-3-T95-018-RT-06;;;;;200;;;;;;;;;;;
1571;35864;LDKC_9SI-3-T95-018-RT-04;;;;;200;;;;;;;;;;;
1572;35865;LDKC_9SI-3-T95-018-RT-03;;;;;200;;;;;;;;;;;
1573;35866;9SI-3-T93-079-RT-52;;;;;200;;;;;;;;;;;
1574;35867;9SI-3-T93-079-RT-28;;;;;200;;;;;;;;;;;
1575;35948;9SI-3-T95-018-RT-53;;;;;200;;;;;;;;;;;
1576;35949;9SI-3-T95-018-RT-52;;;;;200;;;;;;;;;;;
1577;35950;9SI-3-T95-018-RT-51;;;;;200;;;;;;;;;;;
1578;35951;LEV3_9SI-3-T94-079-RT-01;;;;;1000;;;;;;;;;;;
1579;35827;9SI-3-T77-337-RT-54;;;;;200;;;;;;;;;;;
1580;35828;9SI-3-T77-337-RT-53;;;;;200;;;;;;;;;;;
1581;35829;9SI-3-T77-337-ZO-51;;;;;200;;;;;;;;;;;
1582;35830;9SI-3-T77-146-RT-50;;;;;200;;;;;;;;;;;
1583;35831;9SI-3-T77-146-RT-54;;;;;200;;;;;;;;;;;
1584;35916;9SI-3-T93-031-RT-52;;;;;200;;;;;;;;;;;
1585;35917;9SI-3-T93-031-RT-50;;;;;500;;;;;;;;;;;
1586;35918;9SI-3-T93-031-RT-58;;;;;500;;;;;;;;;;;
1587;35919;9SI-3-T92-064-RT-57;;;;;200;;;;;;;;;;;
1588;35920;9SI-3-T92-064-ZO-27;;;;;200;;;;;;;;;;;
1589;35960;9SI-3-T92-002-RT-74;;;;;200;;;;;;;;;;;
1590;35961;9SI-3-T94-037-ZO-03;;;;;200;;;;;;;;;;;
1591;35962;9SI-3-T94-037-RT-52;;;;;200;;;;;;;;;;;
1592;35963;9SI-3-T93-013-RT-55;;;;;200;;;;;;;;;;;
1593;35964;9SI-3-T93-013-ZO-25;;;;;200;;;;;;;;;;;
1594;35832;9SI-3-T92-071-RT-50;;;;;500;;;;;;;;;;;
1595;35833;9SI-3-T92-071-RT-60;;;;;500;;;;;;;;;;;
1596;35834;9SI-3-T92-071-RT-58;;;;;500;;;;;;;;;;;
1597;35835;9SI-3-T92-071-RT-59;;;;;500;;;;;;;;;;;
1598;35836;LEV3_9SI-3-T92-064-RT-25;;;;;1000;;;;;;;;;;;
1599;35874;9SI-3-T94-037-RT-64;;;;;200;;;;;;;;;;;
1600;35875;9SI-3-T94-037-RT-60;;;;;200;;;;;;;;;;;
1601;35876;9SI-3-T94-037-RT-62;;;;;200;;;;;;;;;;;
1602;35877;9SI-3-T94-037-ZO-50;;;;;200;;;;;;;;;;;
1603;35878;9SI-3-T94-037-ZO-02;;;;;200;;;;;;;;;;;
1604;35921;9SI-3-T94-034-RT-54;;;;;500;;;;;;;;;;;
1605;35922;9SI-3-T94-019-RT-29;;;;;200;;;;;;;;;;;
1606;35923;9SI-3-T94-019-RT-28;;;;;200;;;;;;;;;;;
1607;35924;9SI-3-T94-019-RT-26;;;;;200;;;;;;;;;;;
1608;35925;9SI-3-T94-019-ZO-26;;;;;200;;;;;;;;;;;
1609;35965;SITR_9SI-3-T92-047-RT-50;;;;;500;;;;;;;;;;;
1610;35966;9SI-3-T92-047-ZO-52;;;;;200;;;;;;;;;;;
1611;35967;9SI-3-T92-047-ZO-50;;;;;200;;;;;;;;;;;
1612;35968;9SI-3-T93-078-ZO-25;;;;;200;;;;;;;;;;;
1613;35969;9SI-3-T93-078-RT-31;;;;;200;;;;;;;;;;;
1614;35837;9SI-3-T94-034-RT-66;;;;;200;;;;;;;;;;;
1615;35838;9SI-3-T94-034-RT-67;;;;;200;;;;;;;;;;;
1616;35839;9SI-3-T94-034-RT-69;;;;;200;;;;;;;;;;;
1617;35840;9SI-3-T94-034-RT-51;;;;;200;;;;;;;;;;;
1618;35841;9SI-3-T94-034-RT-53;;;;;500;;;;;;;;;;;
1619;35879;9SI-3-T93-014-RT-26;;;;;200;;;;;;;;;;;
1620;35880;SITR_9SI-3-T92-064-RT-51;;;;;500;;;;;;;;;;;
1621;35881;LDKC_9SI-3-T92-048-RT-53;;;;;200;;;;;;;;;;;
1622;35882;LDKC_9SI-3-T92-048-RT-52;;;;;200;;;;;;;;;;;
1623;35883;LDKC_9SI-3-T92-048-RT-50;;;;;200;;;;;;;;;;;
1624;35613;LDKC_9SI-3-T78-586-RT-07;;;;;200;;;;;;;;;;;
1625;35958;9SI-3-T92-002-RT-71;;;;;200;;;;;;;;;;;
1626;35959;9SI-3-T92-002-RT-70;;;;;200;;;;;;;;;;;
1627;35842;9SI-3-T92-032-RT-53;;;;;500;;;;;;;;;;;
1628;35843;9SI-3-T92-032-RT-52;;;;;500;;;;;;;;;;;
1629;35844;LDKC_9SI-3-T95-018-RT-10;;;;;200;;;;;;;;;;;
1630;35845;LDKC_9SI-3-T95-018-RT-09;;;;;200;;;;;;;;;;;
1631;35846;LDKC_9SI-3-T95-018-RT-08;;;;;200;;;;;;;;;;;
1632;35884;9SI-3-T93-079-RT-32;;;;;200;;;;;;;;;;;
1633;35885;9SI-3-T93-078-RT-30;;;;;200;;;;;;;;;;;
1634;35886;9SI-3-T93-078-RT-50;;;;;200;;;;;;;;;;;
1635;35887;9SI-3-T93-078-RT-34;;;;;1000;;;;;;;;;;;
1636;35888;9SI-3-T93-007-ZO-26;;;;;200;;;;;;;;;;;
1637;35622;9SI-3-T92-002-RT-61;;;;;200;;;;;;;;;;;
1638;35623;9SI-3-T92-002-RT-60;;;;;200;;;;;;;;;;;
1639;35624;9SI-3-T91-689-ZO-50;;;;;200;;;;;;;;;;;
1640;35892;9SI-3-T77-468-RT-56;;;;;200;;;;;;;;;;;
1641;35893;9SI-3-T77-468-RT-55;;;;;200;;;;;;;;;;;
1642;35625;9SI-3-T77-121-RT-50;;;;;200;;;;;;;;;;;
1643;35626;LEV3_9SI-3-T77-083-RT-54;;;;;500;;;;;;;;;;;
1644;35627;LEV3_9SI-3-T77-083-RT-53;;;;;500;;;;;;;;;;;
1645;35628;LEV3_9SI-3-T77-083-RT-52;;;;;500;;;;;;;;;;;
1646;35721;9SI-3-T77-083-ZO-52;;;;;200;;;;;;;;;;;
1647;35722;9SI-3-T77-083-ZO-55;;;;;200;;;;;;;;;;;
1648;35723;9SI-3-T77-083-ZO-50;;;;;200;;;;;;;;;;;
1649;35895;9SI-3-T94-037-ZO-01;;;;;200;;;;;;;;;;;
1650;35896;9SI-3-T93-031-RT-59;;;;;500;;;;;;;;;;;
1651;35897;9SI-3-T93-031-RT-25;;;;;200;;;;;;;;;;;
1652;35898;9SI-3-T93-031-RT-60;;;;;200;;;;;;;;;;;
1653;35899;9SI-3-T93-031-RT-26;;;;;200;;;;;;;;;;;
1654;35630;LDKC_9SI-3-T78-586-RT-06;;;;;200;;;;;;;;;;;
1655;35631;LDKC_9SI-3-T78-586-RT-02;;;;;200;;;;;;;;;;;
1656;35632;LDKC_9SI-3-T78-586-RT-01;;;;;200;;;;;;;;;;;
1657;35633;LDKC_9SI-3-T78-586-RT-03;;;;;200;;;;;;;;;;;
1658;35724;LDKC_9SI-3-T78-586-RT-08;;;;;200;;;;;;;;;;;
1659;35725;9SI-3-T78-586-ZO-03;;;;;200;;;;;;;;;;;
1660;35726;9SI-3-T78-586-RT-03;;;;;200;;;;;;;;;;;
1661;35727;9SI-3-T78-586-RT-02;;;;;200;;;;;;;;;;;
1662;35728;9SI-3-T78-586-RT-01;;;;;200;;;;;;;;;;;
1663;35641;9SI-3-T91-589-RT-51;;;;;200;;;;;;;;;;;
1664;35642;9SI-3-T91-589-RT-52;;;;;200;;;;;;;;;;;
1665;35643;9SI-3-T91-479-ZO-25;;;;;200;;;;;;;;;;;
1666;35735;9SI-3-T91-161-RT-51;;;;;200;;;;;;;;;;;
1667;35736;9SI-3-T91-161-RT-53;;;;;200;;;;;;;;;;;
1668;35737;9SI-3-T91-161-ZO-52;;;;;200;;;;;;;;;;;
1669;35738;9SI-3-T78-686-RT-50;;;;;200;;;;;;;;;;;
1670;35739;9SI-3-T78-686-RT-51;;;;;200;;;;;;;;;;;
1671;35740;LDKC_9SI-3-T75-116-RT-63;;;;;200;;;;;;;;;;;
1672;36796;LDKC_9SI-3-T92-036-RT-01;;;;;-999;;;;;;;;;;;
1673;39923;2Z1-3-T50-S00-SI-01;;;;;5000;;;;;;;;;;;
1674;40312;LDKC_9SI-3-T92-036-RT-02;;;;;-999;;;;;;;;;;;
1675;40035;2Z1-3-T49-S01-RT-01;;;;;200;;;;;;;;;;;
1676;40036;2Z1-3-T50-S01-RT-01;;;;;200;;;;;;;;;;;
1677;40041;2Z1-3-T49-S01-RT-02;;;;;200;;;;;;;;;;;
1678;42902;2Z1-3-T58-S00-SI-01;;;;;5000;;;;;;;;;;;
1679;43137;2Z2-3-T73-S00-SI-01;;;;;5000;;;;;;;;;;;
1680;43138;2Z1-3-T77-S00-SI-01;;;;;5000;;;;;;;;;;;
1681;43157;2Z1-3-T77-S01-RT-01;;;;;200;;;;;;;;;;;
1682;43159;2Z1-3-T74-S04-RT-02;;;;;200;;;;;;;;;;;
1683;43160;2Z1-3-T74-S04-RT-03;;;;;200;;;;;;;;;;;
1684;45893;2Z3-3-T02-S00-SI-01;;;;;5000;;;;;;;;;;;
1685;45894;2Z3-3-T02-S01-RT-01;;;;;200;;;;;;;;;;;
1686;45895;2Z2-3-T92-S00-SI-01;;;;;5000;;;;;;;;;;;
1687;45983;2Z2-3-T68-S01-RT-04;;;;;200;;;;;;;;;;;
1688;45984;2Z2-3-T68-S01-RT-03;;;;;200;;;;;;;;;;;
1689;51636;2Z3-3-T11-S00-SI-01;;;;;5000;;;;;;;;;;;
1690;51638;2Z2-3-T70-S00-SI-01;;;;;5000;;;;;;;;;;;
1691;51355;2Z1-3-T98-S01-RT-01;;;;;200;;;;;;;;;;;
1692;51452;2Z1-3-T76-S01-RT-01;;;;;200;;;;;;;;;;;
1693;51545;2Z2-3-T66-S00-SI-01;;;;;5000;;;;;;;;;;;
1694;51546;2Z2-3-T66-S03-RT-01;;;;;200;;;;;;;;;;;
1695;51548;2Z2-3-T66-S01-RT-01;;;;;200;;;;;;;;;;;
1696;51639;2Z2-3-T64-S00-SI-01;;;;;5000;;;;;;;;;;;
1697;51640;2Z2-3-T64-S01-RT-01;;;;;200;;;;;;;;;;;
1698;51641;2Z2-3-T14-S00-SI-01;;;;;5000;;;;;;;;;;;
1699;51642;2Z2-3-T09-S01-RT-01;;;;;200;;;;;;;;;;;
1700;51644;2Z1-3-T43-S00-SI-01;;;;;5000;;;;;;;;;;;
1701;51731;2Z2-3-T63-S00-SI-01;;;;;5000;;;;;;;;;;;
1702;51732;2Z2-3-T63-S01-RT-01;;;;;200;;;;;;;;;;;
1703;51356;2Z1-3-T94-S00-SI-01;;;;;5000;;;;;;;;;;;
1704;51357;2Z1-3-T64-S03-RT-01;;;;;200;;;;;;;;;;;
1705;51358;2Z1-3-T64-S01-RT-01;;;;;200;;;;;;;;;;;
1706;51359;2Z1-3-T20-S00-SI-01;;;;;5000;;;;;;;;;;;
1707;51454;2Z2-3-T69-S02-RT-01;;;;;200;;;;;;;;;;;
1708;51455;2Z2-3-T69-S01-RT-01;;;;;200;;;;;;;;;;;
1709;51549;2Z2-3-T51-S00-SI-01;;;;;5000;;;;;;;;;;;
1710;51550;2Z2-3-T51-S01-RT-02;;;;;200;;;;;;;;;;;
1711;51645;2Z1-3-T43-S01-RT-01;;;;;200;;;;;;;;;;;
1712;51646;2Z1-3-T36-S00-SI-01;;;;;5000;;;;;;;;;;;
1713;51737;2Z1-3-T02-S00-SI-01;;;;;5000;;;;;;;;;;;
1714;51738;2Z1-3-T02-S01-RT-01;;;;;200;;;;;;;;;;;
1715;51739;2Z1-3-T02-S01-RT-03;;;;;200;;;;;;;;;;;
1716;52209;2Z2-3-T58-S01-RT-01;;;;;200;;;;;;;;;;;
1717;51836;2Z1-3-T02-S01-RT-02;;;;;200;;;;;;;;;;;
1718;51837;2Z1-3-T01-S01-RT-01;;;;;200;;;;;;;;;;;
1719;52210;2Z2-3-T57-S02-RT-01;;;;;200;;;;;;;;;;;
1720;52211;2Z2-3-T57-S01-RT-01;;;;;200;;;;;;;;;;;
1721;52212;2Z2-3-T56-S00-SI-01;;;;;5000;;;;;;;;;;;
1722;52213;2Z2-3-T56-S01-RT-01;;;;;200;;;;;;;;;;;
1723;52215;2Z2-3-T44-S01-RT-01;;;;;200;;;;;;;;;;;
1724;52216;2Z2-3-T43-S01-RT-01;;;;;200;;;;;;;;;;;
1725;52217;2Z2-3-T43-S01-SI-01;;;;;5000;;;;;;;;;;;
1726;52218;2Z2-3-T37-S00-SI-01;;;;;5000;;;;;;;;;;;
1727;52219;2Z2-3-T20-S01-RT-01;;;;;200;;;;;;;;;;;
1728;50942;2Z1-3-T79-S00-SI-01;;;;;5000;;;;;;;;;;;
1729;50943;2Z1-3-T54-S00-SI-01;;;;;5000;;;;;;;;;;;
1730;51883;2Z1-3-T55-S01-RT-01;;;;;200;;;;;;;;;;;
1731;51884;2Z1-3-T69-S01-RT-01;;;;;200;;;;;;;;;;;
