do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
1044;35301;LDKC_9SI-3-T92-026-RT-11;;;;;200;;;;;;;;;;;
1045;35302;LDKC_9SI-3-T92-026-RT-09;;;;;200;;;;;;;;;;;
1046;35303;LDKC_9SI-3-T95-288-RT-02;;;;;200;;;;;;;;;;;
1047;35304;LDKC_9SI-3-T95-288-RT-01;;;;;200;;;;;;;;;;;
1048;35330;9SI-3-T93-008-ZO-31;;;;;200;;;;;;;;;;;
1049;35331;9SI-3-T92-075-ZO-06;;;;;200;;;;;;;;;;;
1050;35332;9SI-3-T92-075-ZO-05;;;;;200;;;;;;;;;;;
1051;35333;LDKC_9SI-3-T93-059-RT-15;;;;;200;;;;;;;;;;;
1052;35334;LDKC_9SI-3-T93-059-RT-17;;;;;200;;;;;;;;;;;
1053;35355;9SI-3-T93-048-RT-28;;;;;200;;;;;;;;;;;
1054;35356;9SI-3-T93-008-ZO-06;;;;;200;;;;;;;;;;;
1055;35357;9SI-3-T93-008-ZO-04;;;;;200;;;;;;;;;;;
1056;35358;9SI-3-T95-306-ZO-03;;;;;200;;;;;;;;;;;
1057;35359;9SI-3-T95-306-ZO-02;;;;;200;;;;;;;;;;;
1058;35000;9SI-3-T94-044-RT-55;;;;;200;;;;;;;;;;;
1059;35001;9SI-3-T77-258-RT-53;;;;;200;;;;;;;;;;;
1060;35002;9SI-3-T77-258-ZO-25;;;;;200;;;;;;;;;;;
1061;35003;9SI-3-T77-258-RT-59;;;;;200;;;;;;;;;;;
1062;35004;9SI-3-T77-258-RT-67;;;;;200;;;;;;;;;;;
1063;35040;LEV3_9SI-3-T92-073-RT-26;;;;;1000;;;;;;;;;;;
1064;35041;9SI-3-T92-040-RT-29;;;;;200;;;;;;;;;;;
1065;35042;9SI-3-T92-040-RT-30;;;;;200;;;;;;;;;;;
1066;35043;9SI-3-T92-040-RT-31;;;;;200;;;;;;;;;;;
1067;35044;9SI-3-T92-040-ZO-26;;;;;200;;;;;;;;;;;
1068;35075;9SI-3-T93-005-RT-34;;;;;200;;;;;;;;;;;
1069;35076;9SI-3-T93-005-RT-30;;;;;1000;;;;;;;;;;;
1070;35077;9SI-3-T92-004-ZO-50;;;;;200;;;;;;;;;;;
1071;35078;9SI-3-T92-004-RT-50;;;;;200;;;;;;;;;;;
1072;35079;9SI-3-T92-004-ZO-02;;;;;200;;;;;;;;;;;
1073;35105;9SI-3-T95-268-RT-27;;;;;200;;;;;;;;;;;
1074;35106;9SI-3-T95-268-RT-26;;;;;200;;;;;;;;;;;
1075;35107;9SI-3-T92-040-RT-68;;;;;500;;;;;;;;;;;
1076;35108;9SI-3-T92-040-RT-62;;;;;200;;;;;;;;;;;
1077;35109;9SI-3-T92-024-RT-68;;;;;200;;;;;;;;;;;
1078;35110;9SI-3-T92-024-RT-66;;;;;200;;;;;;;;;;;
1079;35111;9SI-3-T92-024-RT-65;;;;;200;;;;;;;;;;;
1080;35112;9SI-3-T94-067-RT-52;;;;;500;;;;;;;;;;;
1081;35113;9SI-3-T94-067-RT-50;;;;;500;;;;;;;;;;;
1082;35114;9SI-3-T94-054-ZO-51;;;;;200;;;;;;;;;;;
1083;35115;9SI-3-T94-054-RT-53;;;;;200;;;;;;;;;;;
1084;35116;9SI-3-T94-054-RT-51;;;;;200;;;;;;;;;;;
1085;35117;9SI-3-T93-046-RT-33;;;;;200;;;;;;;;;;;
1086;35118;9SI-3-T93-046-RT-29;;;;;200;;;;;;;;;;;
1087;35119;9SI-3-T93-046-RT-34;;;;;200;;;;;;;;;;;
1088;35120;9SI-3-T93-046-RT-28;;;;;200;;;;;;;;;;;
1089;35121;9SI-3-T93-046-RT-26;;;;;1000;;;;;;;;;;;
1090;35122;9SI-3-T92-049-RT-70;;;;;500;;;;;;;;;;;
1091;35123;9SI-3-T92-049-RT-69;;;;;500;;;;;;;;;;;
1092;35124;9SI-3-T92-049-RT-62;;;;;500;;;;;;;;;;;
1093;35210;LEV3_9SI-3-T93-051-RT-53;;;;;1000;;;;;;;;;;;
1094;35211;LEV3_9SI-3-T93-051-RT-51;;;;;1000;;;;;;;;;;;
1095;35212;LEV3_9SI-3-T93-051-RT-52;;;;;1000;;;;;;;;;;;
1096;35213;NOOS_9SI-3-T92-060-RT-54;;;;;500;;;;;;;;;;;
1097;35214;NOOS_9SI-3-T92-060-RT-55;;;;;500;;;;;;;;;;;
1098;35235;LDKC_9SI-3-T93-059-RT-07;;;;;200;;;;;;;;;;;
1099;35236;LDKC_9SI-3-T93-059-RT-08;;;;;200;;;;;;;;;;;
1100;35237;LDKC_9SI-3-T93-059-RT-10;;;;;200;;;;;;;;;;;
1101;35238;9SI-3-T92-023-RT-95;;;;;500;;;;;;;;;;;
1102;35239;9SI-3-T92-023-RT-94;;;;;200;;;;;;;;;;;
1103;35125;9SI-3-T92-049-RT-66;;;;;500;;;;;;;;;;;
1104;35126;9SI-3-T92-049-RT-67;;;;;500;;;;;;;;;;;
1105;35127;9SI-3-T93-053-RT-26;;;;;200;;;;;;;;;;;
1106;35128;9SI-3-T93-053-RT-59;;;;;200;;;;;;;;;;;
1107;35129;9SI-3-T93-053-RT-57;;;;;200;;;;;;;;;;;
1108;35165;SITR_9SI-3-T92-026-RT-20;;;;;500;;;;;;;;;;;
1109;35166;LDKC_9SI-3-T92-026-RT-01;;;;;200;;;;;;;;;;;
1110;35167;LDKC_9SI-3-T92-026-RT-02;;;;;200;;;;;;;;;;;
1111;35168;9SI-3-T93-001-RT-52;;;;;200;;;;;;;;;;;
1112;35169;9SI-3-T93-001-ZO-04;;;;;200;;;;;;;;;;;
1113;35240;9SI-3-T92-023-RT-91;;;;;200;;;;;;;;;;;
1114;35241;9SI-3-T92-023-RT-84;;;;;500;;;;;;;;;;;
1115;35242;LEV3_9SI-3-T95-306-RT-03;;;;;1000;;;;;;;;;;;
1116;35243;9SI-3-T92-046-RT-51;;;;;500;;;;;;;;;;;
1117;35244;9SI-3-T92-046-RT-02;;;;;500;;;;;;;;;;;
1118;35245;9SI-3-T92-046-ZO-02;;;;;200;;;;;;;;;;;
1119;35246;9SI-3-T92-046-ZO-01;;;;;200;;;;;;;;;;;
1120;35247;LDKC_9SI-3-T92-026-RT-14;;;;;200;;;;;;;;;;;
1121;35248;9SI-3-T93-010-RT-03;;;;;1000;;;;;;;;;;;
1122;35249;9SI-3-T92-075-ZO-51;;;;;200;;;;;;;;;;;
1123;35130;9SI-3-T93-053-RT-53;;;;;200;;;;;;;;;;;
1124;35131;9SI-3-T93-010-RT-51;;;;;500;;;;;;;;;;;
1125;35132;9SI-3-T92-060-RT-59;;;;;200;;;;;;;;;;;
1126;35133;9SI-3-T92-060-RT-60;;;;;200;;;;;;;;;;;
1127;35134;9SI-3-T93-061-ZO-02;;;;;200;;;;;;;;;;;
1128;35170;LEV3_9SI-3-T92-075-RT-06;;;;;200;;;;;;;;;;;
1129;35171;LEV3_9SI-3-T92-075-RT-05;;;;;200;;;;;;;;;;;
1130;35172;LEV3_9SI-3-T92-075-RT-04;;;;;200;;;;;;;;;;;
1131;35173;9SI-3-T93-048-RT-86;;;;;500;;;;;;;;;;;
1132;35174;9SI-3-T93-048-RT-84;;;;;200;;;;;;;;;;;
1133;35215;9SI-3-T92-060-RT-57;;;;;500;;;;;;;;;;;
1134;35216;9SI-3-T92-060-ZO-52;;;;;200;;;;;;;;;;;
1135;35217;LDKC_9SI-3-T93-059-RT-05;;;;;200;;;;;;;;;;;
1136;35218;9SI-3-T92-036-RT-56;;;;;200;;;;;;;;;;;
1137;35219;9SI-3-T92-036-RT-55;;;;;200;;;;;;;;;;;
1138;35250;9SI-3-T92-075-ZO-50;;;;;200;;;;;;;;;;;
1139;35251;9SI-3-T92-075-RT-50;;;;;500;;;;;;;;;;;
1140;35252;9SI-3-T92-075-RT-27;;;;;200;;;;;;;;;;;
1141;35253;9SI-3-T93-048-RT-48;;;;;200;;;;;;;;;;;
1142;35254;9SI-3-T93-048-ZO-38;;;;;200;;;;;;;;;;;
1143;35135;9SI-3-T93-061-RT-27;;;;;200;;;;;;;;;;;
1144;35136;9SI-3-T93-061-RT-25;;;;;200;;;;;;;;;;;
1145;35137;9SI-3-T92-036-RT-01;;;;;500;;;;;;;;;;;
1146;35138;9SI-3-T92-023-RT-93;;;;;200;;;;;;;;;;;
1147;35139;9SI-3-T92-023-RT-50;;;;;500;;;;;;;;;;;
1148;35175;9SI-3-T93-048-RT-92;;;;;200;;;;;;;;;;;
1149;35176;9SI-3-T93-008-RT-41;;;;;200;;;;;;;;;;;
1150;35177;9SI-3-T93-008-ZO-27;;;;;200;;;;;;;;;;;
1151;35178;LEV3_9SI-3-T95-424-RT-02;;;;;1000;;;;;;;;;;;
1152;35179;9SI-3-T95-424-ZO-01;;;;;200;;;;;;;;;;;
1153;35220;9SI-3-T92-036-RT-54;;;;;200;;;;;;;;;;;
1154;35221;9SI-3-T92-036-RT-52;;;;;200;;;;;;;;;;;
1155;35222;9SI-3-T92-023-RT-97;;;;;500;;;;;;;;;;;
1156;35223;LEV3_9SI-3-T95-257-RT-05;;;;;1000;;;;;;;;;;;
1157;35224;LEV3_9SI-3-T95-257-RT-06;;;;;1000;;;;;;;;;;;
1158;35255;9SI-3-T93-048-RT-46;;;;;200;;;;;;;;;;;
1159;35256;9SI-3-T93-048-RT-38;;;;;200;;;;;;;;;;;
1160;35257;9SI-3-T93-048-RT-36;;;;;200;;;;;;;;;;;
1161;35258;LEV3_9SI-3-T95-306-RT-04;;;;;1000;;;;;;;;;;;
1162;35259;LEV3_9SI-3-T95-306-RT-07;;;;;1000;;;;;;;;;;;
1163;35140;9SI-3-T92-023-RT-16;;;;;200;;;;;;;;;;;
1164;35141;9SI-3-T92-023-RT-52;;;;;500;;;;;;;;;;;
1165;35142;9SI-3-T92-023-RT-51;;;;;500;;;;;;;;;;;
1166;35143;LDKC_9SI-3-T92-012-RT-50;;;;;200;;;;;;;;;;;
1167;35144;LDKC_9SI-3-T92-012-RT-65;;;;;200;;;;;;;;;;;
1168;35180;9SI-3-T92-049-RT-52;;;;;500;;;;;;;;;;;
1169;35181;9SI-3-T92-049-RT-50;;;;;500;;;;;;;;;;;
1170;35182;9SI-3-T92-049-RT-53;;;;;200;;;;;;;;;;;
1171;35183;SITR_9SI-3-T92-026-RT-18;;;;;500;;;;;;;;;;;
1172;35184;LDKC_9SI-3-T92-026-RT-16;;;;;200;;;;;;;;;;;
1173;35225;LDKC_9SI-3-T95-257-RT-03;;;;;200;;;;;;;;;;;
1174;35226;9SI-3-T92-049-ZO-01;;;;;200;;;;;;;;;;;
1175;35227;9SI-3-T92-046-RT-52;;;;;200;;;;;;;;;;;
1176;35228;9SI-3-T93-010-RT-25;;;;;1000;;;;;;;;;;;
1177;35229;9SI-3-T93-010-RT-09;;;;;200;;;;;;;;;;;
1178;35265;LDKC_9SI-3-T92-026-RT-04;;;;;200;;;;;;;;;;;
1179;35266;LDKC_9SI-3-T92-025-RT-50;;;;;200;;;;;;;;;;;
1180;35267;LDKC_9SI-3-T92-025-RT-60;;;;;200;;;;;;;;;;;
1181;35268;9SI-3-T92-075-RT-26;;;;;200;;;;;;;;;;;
1182;35269;9SI-3-T92-075-ZO-07;;;;;200;;;;;;;;;;;
1183;35145;LDKC_9SI-3-T92-012-RT-64;;;;;200;;;;;;;;;;;
1184;35146;9SI-3-T95-268-RT-37;;;;;200;;;;;;;;;;;
1185;35147;9SI-3-T95-268-RT-36;;;;;200;;;;;;;;;;;
1186;35148;9SI-3-T93-010-ZO-01;;;;;200;;;;;;;;;;;
1187;35149;9SI-3-T93-010-ZO-29;;;;;200;;;;;;;;;;;
1188;35185;9SI-3-T92-014-RT-51;;;;;500;;;;;;;;;;;
1189;35186;9SI-3-T92-014-RT-52;;;;;200;;;;;;;;;;;
1190;35187;9SI-3-T92-014-RT-58;;;;;500;;;;;;;;;;;
1191;35188;9SI-3-T93-063-RT-42;;;;;200;;;;;;;;;;;
1192;35189;9SI-3-T93-063-RT-44;;;;;200;;;;;;;;;;;
1193;35230;9SI-3-T93-010-RT-50;;;;;500;;;;;;;;;;;
1194;35231;9SI-3-T93-010-RT-06;;;;;200;;;;;;;;;;;
1195;35232;9SI-3-T93-010-ZO-02;;;;;200;;;;;;;;;;;
1196;35233;LDKC_9SI-3-T93-059-RT-04;;;;;200;;;;;;;;;;;
1197;35234;LDKC_9SI-3-T93-059-RT-06;;;;;200;;;;;;;;;;;
1198;35270;9SI-3-T93-063-RT-51;;;;;500;;;;;;;;;;;
1199;35271;9SI-3-T93-063-RT-31;;;;;200;;;;;;;;;;;
1200;35272;9SI-3-T93-063-RT-43;;;;;200;;;;;;;;;;;
1201;35273;9SI-3-T93-048-RT-42;;;;;200;;;;;;;;;;;
1202;35274;9SI-3-T93-008-RT-35;;;;;500;;;;;;;;;;;
1203;35150;9SI-3-T93-010-ZO-25;;;;;200;;;;;;;;;;;
1204;35151;9SI-3-T93-010-ZO-27;;;;;200;;;;;;;;;;;
1205;35152;9SI-3-T93-001-RT-58;;;;;200;;;;;;;;;;;
1206;35153;9SI-3-T93-061-RT-03;;;;;1000;;;;;;;;;;;
1207;35154;LDKC_9SI-3-T93-059-RT-02;;;;;200;;;;;;;;;;;
1208;35190;9SI-3-T93-063-RT-40;;;;;200;;;;;;;;;;;
1209;35191;9SI-3-T93-063-RT-32;;;;;200;;;;;;;;;;;
1210;35192;9SI-3-T93-053-RT-51;;;;;200;;;;;;;;;;;
1211;35193;9SI-3-T93-008-RT-19;;;;;200;;;;;;;;;;;
1212;35194;9SI-3-T93-008-RT-48;;;;;200;;;;;;;;;;;
1213;34955;9SI-3-T92-036-RT-03;;;;;200;;;;;;;;;;;
1214;34956;9SI-3-T92-076-RT-52;;;;;200;;;;;;;;;;;
1215;34957;9SI-3-T92-076-RT-51;;;;;200;;;;;;;;;;;
1216;34958;9SI-3-T92-076-RT-50;;;;;200;;;;;;;;;;;
1217;34959;9SI-3-T92-076-ZO-52;;;;;200;;;;;;;;;;;
1218;35260;LEV3_9SI-3-T95-306-RT-08;;;;;1000;;;;;;;;;;;
1219;35261;LEV3_9SI-3-T95-306-RT-09;;;;;1000;;;;;;;;;;;
1220;35262;9SI-3-T92-049-ZO-55;;;;;200;;;;;;;;;;;
1221;35263;LDKC_9SI-3-T92-026-RT-12;;;;;200;;;;;;;;;;;
1222;35264;LDKC_9SI-3-T92-026-RT-05;;;;;200;;;;;;;;;;;
1223;35155;9SI-3-T93-048-ZO-32;;;;;200;;;;;;;;;;;
1224;35156;9SI-3-T93-048-RT-88;;;;;200;;;;;;;;;;;
1225;35157;9SI-3-T93-048-ZO-34;;;;;200;;;;;;;;;;;
1226;35158;9SI-3-T92-023-RT-98;;;;;200;;;;;;;;;;;
1227;35159;9SI-3-T92-023-ZO-51;;;;;200;;;;;;;;;;;
1228;35195;9SI-3-T93-008-RT-17;;;;;200;;;;;;;;;;;
1229;35196;9SI-3-T92-060-RT-65;;;;;200;;;;;;;;;;;
1230;35197;9SI-3-T92-060-RT-64;;;;;200;;;;;;;;;;;
1231;35198;9SI-3-T92-049-RT-59;;;;;500;;;;;;;;;;;
1232;35199;9SI-3-T92-049-RT-57;;;;;500;;;;;;;;;;;
1233;34960;LEV3_9SI-3-T92-073-RT-64;;;;;1000;;;;;;;;;;;
1234;34961;9SI-3-T92-040-RT-25;;;;;200;;;;;;;;;;;
1235;34962;9SI-3-T92-040-RT-37;;;;;200;;;;;;;;;;;
1236;34963;9SI-3-T92-040-RT-38;;;;;200;;;;;;;;;;;
1237;34964;LDKC_9SI-3-T92-024-RT-60;;;;;200;;;;;;;;;;;
1238;35005;9SI-3-T92-050-RT-26;;;;;200;;;;;;;;;;;
1239;35006;LEV3_9SI-3-T92-040-RT-04;;;;;200;;;;;;;;;;;
1240;35007;LEV3_9SI-3-T92-040-RT-03;;;;;200;;;;;;;;;;;
1241;35008;9SI-3-T92-040-RT-73;;;;;200;;;;;;;;;;;
1242;35009;9SI-3-T92-040-RT-27;;;;;200;;;;;;;;;;;
1243;35160;9SI-3-T95-476-RT-03;;;;;200;;;;;;;;;;;
1244;35161;9SI-3-T95-476-RT-01;;;;;200;;;;;;;;;;;
1245;35162;LDKC_9SI-3-T95-427-RT-02;;;;;200;;;;;;;;;;;
1246;35163;9SI-3-T92-049-RT-64;;;;;500;;;;;;;;;;;
1247;35164;SITR_9SI-3-T92-026-RT-19;;;;;500;;;;;;;;;;;
1248;35200;9SI-3-T92-049-RT-56;;;;;500;;;;;;;;;;;
1249;35201;9SI-3-T92-036-ZO-50;;;;;200;;;;;;;;;;;
1250;35202;9SI-3-T92-036-RT-57;;;;;200;;;;;;;;;;;
1251;35203;9SI-3-T92-012-RT-28;;;;;200;;;;;;;;;;;
1252;35204;9SI-3-T92-012-RT-32;;;;;200;;;;;;;;;;;
1253;34965;LDKC_9SI-3-T92-023-RT-73;;;;;200;;;;;;;;;;;
1254;34966;9SI-3-T92-012-RT-70;;;;;200;;;;;;;;;;;
1255;34967;9SI-3-T92-012-RT-68;;;;;200;;;;;;;;;;;
1256;34968;9SI-3-T92-012-RT-67;;;;;500;;;;;;;;;;;
1257;34969;9SI-3-T92-050-RT-87;;;;;200;;;;;;;;;;;
1258;35010;9SI-3-T92-040-RT-28;;;;;200;;;;;;;;;;;
1259;35011;9SI-3-T92-009-RT-53;;;;;500;;;;;;;;;;;
1260;35012;9SI-3-T92-007-RT-80;;;;;200;;;;;;;;;;;
1261;35013;9SI-3-T92-007-RT-81;;;;;200;;;;;;;;;;;
1262;35014;9SI-3-T94-071-RT-30;;;;;200;;;;;;;;;;;
1263;35045;9SI-3-T92-040-ZO-25;;;;;200;;;;;;;;;;;
1264;35046;9SI-3-T92-012-RT-73;;;;;200;;;;;;;;;;;
1265;35047;9SI-3-T92-012-RT-71;;;;;200;;;;;;;;;;;
1266;35048;9SI-3-T92-012-RT-72;;;;;200;;;;;;;;;;;
1267;35049;9SI-3-T92-012-RT-50;;;;;500;;;;;;;;;;;
1268;35205;9SI-3-T95-268-RT-34;;;;;200;;;;;;;;;;;
1269;35206;9SI-3-T95-268-RT-32;;;;;200;;;;;;;;;;;
1270;35207;LEV3_9SI-3-T95-257-RT-03;;;;;1000;;;;;;;;;;;
1271;35208;9SI-3-T93-053-RT-55;;;;;200;;;;;;;;;;;
1272;35209;9SI-3-T93-053-RT-25;;;;;200;;;;;;;;;;;
1273;34970;9SI-3-T92-050-RT-85;;;;;200;;;;;;;;;;;
1274;34971;9SI-3-T92-036-ZO-26;;;;;200;;;;;;;;;;;
1275;34972;LDKC_9SI-3-T92-023-RT-54;;;;;200;;;;;;;;;;;
1276;34973;LDKC_9SI-3-T92-023-RT-53;;;;;200;;;;;;;;;;;
1277;34974;LDKC_9SI-3-T92-023-RT-77;;;;;200;;;;;;;;;;;
1278;35015;9SI-3-T94-071-RT-28;;;;;200;;;;;;;;;;;
1279;35016;9SI-3-T94-044-RT-53;;;;;200;;;;;;;;;;;
1280;35017;9SI-3-T94-044-RT-60;;;;;200;;;;;;;;;;;
1281;35018;9SI-3-T93-057-ZO-28;;;;;200;;;;;;;;;;;
1282;35019;9SI-3-T93-047-RT-28;;;;;200;;;;;;;;;;;
1283;35050;9SI-3-T91-377-RT-56;;;;;200;;;;;;;;;;;
1284;35051;9SI-3-T93-072-RT-34;;;;;200;;;;;;;;;;;
1285;35052;9SI-3-T93-072-RT-28;;;;;200;;;;;;;;;;;
1286;35053;9SI-3-T93-072-RT-26;;;;;200;;;;;;;;;;;
1287;35054;9SI-3-T93-072-ZO-29;;;;;200;;;;;;;;;;;
1288;35080;9SI-3-T92-004-RT-01;;;;;500;;;;;;;;;;;
1289;35081;9SI-3-T94-044-RT-56;;;;;200;;;;;;;;;;;
1290;35082;LDKC_9SI-3-T92-023-RT-69;;;;;200;;;;;;;;;;;
1291;35083;9SI-3-T77-258-RT-65;;;;;200;;;;;;;;;;;
1292;35084;9SI-3-T77-258-RT-64;;;;;200;;;;;;;;;;;
1293;34975;LDKC_9SI-3-T92-023-RT-75;;;;;200;;;;;;;;;;;
1294;34976;LEV3_9SI-3-T92-073-RT-63;;;;;1000;;;;;;;;;;;
1295;34977;9SI-3-T92-007-RT-52;;;;;200;;;;;;;;;;;
1296;34978;9SI-3-T92-007-RT-53;;;;;200;;;;;;;;;;;
1297;34979;9SI-3-T92-007-RT-56;;;;;200;;;;;;;;;;;
1298;35020;9SI-3-T93-047-RT-27;;;;;200;;;;;;;;;;;
1299;35021;9SI-3-T92-050-RT-25;;;;;200;;;;;;;;;;;
1300;35022;9SI-3-T92-050-RT-18;;;;;200;;;;;;;;;;;
1301;35023;9SI-3-T92-050-RT-19;;;;;200;;;;;;;;;;;
1302;35024;9SI-3-T92-050-RT-20;;;;;500;;;;;;;;;;;
1303;35055;9SI-3-T93-072-ZO-27;;;;;200;;;;;;;;;;;
1304;35056;LEV3_9SI-3-T92-073-RT-65;;;;;1000;;;;;;;;;;;
1305;35057;9SI-3-T92-073-RT-25;;;;;200;;;;;;;;;;;
1306;35058;9SI-3-T92-073-ZO-25;;;;;200;;;;;;;;;;;
1307;35059;9SI-3-T92-073-RT-62;;;;;200;;;;;;;;;;;
1308;35085;LEV3_9SI-3-T77-258-RT-52;;;;;500;;;;;;;;;;;
1309;35086;LEV3_9SI-3-T77-258-RT-51;;;;;500;;;;;;;;;;;
1310;35087;9SI-3-T92-050-RT-73;;;;;500;;;;;;;;;;;
1311;35088;9SI-3-T92-040-RT-32;;;;;200;;;;;;;;;;;
1312;35089;9SI-3-T92-040-RT-36;;;;;200;;;;;;;;;;;
1313;34980;9SI-3-T92-007-RT-57;;;;;200;;;;;;;;;;;
1314;34981;LDKC_9SI-3-T92-023-RT-60;;;;;200;;;;;;;;;;;
1315;34982;LDKC_9SI-3-T92-023-RT-61;;;;;200;;;;;;;;;;;
1316;34983;LDKC_9SI-3-T92-023-RT-62;;;;;200;;;;;;;;;;;
1317;34984;9SI-3-T77-258-ZO-50;;;;;200;;;;;;;;;;;
1318;35025;9SI-3-T92-050-RT-99;;;;;500;;;;;;;;;;;
1319;35026;9SI-3-T92-025-RT-77;;;;;200;;;;;;;;;;;
1320;35027;9SI-3-T92-024-RT-25;;;;;200;;;;;;;;;;;
1321;35028;9SI-3-T92-024-ZO-25;;;;;200;;;;;;;;;;;
1322;35029;9SI-3-T92-024-RT-71;;;;;500;;;;;;;;;;;
1323;35060;9SI-3-T92-004-RT-53;;;;;500;;;;;;;;;;;
1324;35061;LDKC_9SI-3-T92-023-RT-64;;;;;200;;;;;;;;;;;
1325;35062;LDKC_9SI-3-T92-023-RT-65;;;;;200;;;;;;;;;;;
1326;35063;LDKC_9SI-3-T92-023-RT-66;;;;;200;;;;;;;;;;;
1327;35064;LDKC_9SI-3-T92-023-RT-68;;;;;200;;;;;;;;;;;
1328;35090;9SI-3-T92-040-RT-35;;;;;200;;;;;;;;;;;
1329;35091;9SI-3-T92-040-RT-71;;;;;500;;;;;;;;;;;
1330;35092;9SI-3-T92-007-RT-55;;;;;200;;;;;;;;;;;
1331;35093;9SI-3-T92-007-RT-69;;;;;200;;;;;;;;;;;
1332;35094;9SI-3-T92-007-RT-71;;;;;200;;;;;;;;;;;
1333;34985;9SI-3-T77-258-RT-57;;;;;200;;;;;;;;;;;
1334;34986;9SI-3-T92-050-RT-72;;;;;500;;;;;;;;;;;
1335;34987;9SI-3-T92-050-RT-71;;;;;500;;;;;;;;;;;
1336;34988;9SI-3-T92-050-RT-63;;;;;200;;;;;;;;;;;
1337;34989;9SI-3-T92-050-RT-83;;;;;500;;;;;;;;;;;
1338;35030;9SI-3-T92-024-RT-72;;;;;500;;;;;;;;;;;
1339;35031;9SI-3-T94-071-RT-26;;;;;200;;;;;;;;;;;
1340;35032;9SI-3-T94-071-ZO-25;;;;;200;;;;;;;;;;;
1341;35033;9SI-3-T94-071-ZO-27;;;;;200;;;;;;;;;;;
1342;35034;9SI-3-T94-071-RT-29;;;;;200;;;;;;;;;;;
1343;35065;LDKC_9SI-3-T92-023-RT-67;;;;;200;;;;;;;;;;;
1344;35066;9SI-3-T91-377-RT-53;;;;;200;;;;;;;;;;;
1345;35067;9SI-3-T92-050-RT-67;;;;;500;;;;;;;;;;;
1346;35068;9SI-3-T92-050-RT-65;;;;;500;;;;;;;;;;;
1347;35069;9SI-3-T92-050-RT-64;;;;;500;;;;;;;;;;;
1348;35095;9SI-3-T92-007-RT-70;;;;;200;;;;;;;;;;;
1349;35096;9SI-3-T92-007-RT-64;;;;;200;;;;;;;;;;;
1350;35097;9SI-3-T94-044-RT-54;;;;;200;;;;;;;;;;;
1351;35098;9SI-3-T94-044-RT-50;;;;;200;;;;;;;;;;;
1352;35099;LEV3_9SI-3-T94-037-RT-02;;;;;1000;;;;;;;;;;;
1353;34990;LEV3_9SI-3-T92-040-RT-06;;;;;200;;;;;;;;;;;
1354;34991;9SI-3-T92-023-RT-85;;;;;500;;;;;;;;;;;
1355;34992;9SI-3-T92-023-RT-01;;;;;500;;;;;;;;;;;
1356;34993;9SI-3-T92-019-RT-52;;;;;200;;;;;;;;;;;
1357;34994;LDKC_9SI-3-T92-009-RT-51;;;;;200;;;;;;;;;;;
1358;35035;9SI-3-T94-071-RT-27;;;;;200;;;;;;;;;;;
1359;35036;9SI-3-T93-047-RT-26;;;;;200;;;;;;;;;;;
1360;35037;9SI-3-T93-047-RT-25;;;;;200;;;;;;;;;;;
1361;35038;9SI-3-T93-046-ZO-27;;;;;200;;;;;;;;;;;
1362;35039;9SI-3-T93-046-RT-31;;;;;200;;;;;;;;;;;
1363;35070;9SI-3-T92-050-RT-68;;;;;200;;;;;;;;;;;
1364;35071;9SI-3-T92-050-RT-70;;;;;500;;;;;;;;;;;
1365;35072;9SI-3-T93-005-ZO-32;;;;;200;;;;;;;;;;;
1366;35073;9SI-3-T93-005-ZO-28;;;;;200;;;;;;;;;;;
1367;35074;9SI-3-T93-005-ZO-30;;;;;200;;;;;;;;;;;
1368;35100;LEV3_9SI-3-T94-037-RT-01;;;;;1000;;;;;;;;;;;
1369;35101;9SI-3-T94-037-RT-54;;;;;200;;;;;;;;;;;
1370;35102;9SI-3-T95-268-RT-35;;;;;200;;;;;;;;;;;
1371;35103;9SI-3-T95-268-RT-31;;;;;200;;;;;;;;;;;
1372;35104;9SI-3-T95-268-RT-29;;;;;200;;;;;;;;;;;
1373;34995;LDKC_9SI-3-T92-009-RT-50;;;;;200;;;;;;;;;;;
1374;34996;SITR_9SI-3-T92-004-RT-03;;;;;500;;;;;;;;;;;
1375;34997;9SI-3-T94-052-ZO-01;;;;;200;;;;;;;;;;;
1376;34998;9SI-3-T94-044-RT-59;;;;;200;;;;;;;;;;;
1377;34999;9SI-3-T94-044-RT-57;;;;;200;;;;;;;;;;;
1378;36001;9SI-3-T93-030-RT-58;;;;;200;;;;;;;;;;;
1379;36002;9SI-3-T93-030-RT-50;;;;;200;;;;;;;;;;;
1380;36003;9SI-3-T93-030-RT-52;;;;;200;;;;;;;;;;;
1381;36004;LDKC_9SI-3-T95-063-RT-04;;;;;200;;;;;;;;;;;
1382;36005;LDKC_9SI-3-T95-063-RT-01;;;;;200;;;;;;;;;;;
1383;36032;9SI-3-T94-077-RT-54;;;;;200;;;;;;;;;;;
1384;36033;9SI-3-T94-077-RT-52;;;;;200;;;;;;;;;;;
1385;36034;9SI-3-T94-077-RT-50;;;;;200;;;;;;;;;;;
1386;36060;9SI-3-T77-337-RT-52;;;;;200;;;;;;;;;;;
1387;36061;9SI-3-T92-002-RT-53;;;;;500;;;;;;;;;;;
