WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (654215.783996414 6872899.09184181)";"1338980";"1338980";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660893.753493068 6857909.06536714)";"1338429";"1338429";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (645072.222458747 6854691.07738772)";"1338557";"1338557";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660463.522748458 6856593.25641164)";"1342582";"1342582";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (663390.415752574 6858166.82058998)";"1352398";"1352398";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (629206.480960284 6883654.58812262)";"1343165";"1343165";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653521.49477059 6873690.6494072)";"1339990";"1339990";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650918.006664808 6856705.041835)";"1338003";"1338003";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (639209.212451298 6865602.14573299)";"1340237";"1340237";Rue des 2 Gares;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2010-03-17 00:00:00;;;;
"POINT (657310.361077499 6872534.99769966)";"1352275";"1352275";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649003.878881137 6870601.74163863)";"1338187";"1338187";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657053.623112822 6857717.70269298)";"1346865";"1346865";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (662822.390381473 6856393.69822351)";"1345368";"1345368";L2T - FRANCE TELECOM NÂ°1754;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-09-26 00:00:00;;;;
"POINT (653131.19991755 6872313.62161998)";"1337469";"1337469";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653373.519758463 6874611.74126126)";"1338162";"1338162";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (643125.413417391 6868930.12933689)";"1340641";"1340641";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651164.641335894 6868336.0395953)";"1339516";"1339516";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (633486.478396936 6881558.46411311)";"1342031";"1342031";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-23 00:00:00;;;;
"POINT (665081.810307444 6852294.736514)";"1334660";"1334660";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-10-01 00:00:00;;;;
"POINT (653309.249730192 6873184.62044082)";"1348251";"1348251";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640647.555244035 6856723.72629663)";"1334270";"1334270";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-10-29 00:00:00;;;;
"POINT (644635.293227299 6867686.95091402)";"1350256";"1350256";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648387.048200065 6857924.18309911)";"1347658";"1347658";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (641312.915328695 6866797.09201705)";"1344791";"1344791";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653131.519056006 6872336.9893373)";"1337473";"1337473";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653295.015201508 6869636.89608976)";"1337893";"1337893";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (647022.35359006 6852089.48402251)";"1338962";"1338962";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652403.495612479 6857375.11321944)";"1338883";"1338883";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652466.329560104 6870676.78405254)";"1337849";"1337849";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659713.692922761 6855538.71700277)";"1341285";"1341285";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (653879.663140414 6874715.91517397)";"1339437";"1339437";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646920.539384157 6853085.75157065)";"1348504";"1348504";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657315.370217646 6857393.99434365)";"1352824";"1352824";Rue Bourgelat;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (653507.32017602 6874928.99647835)";"1340745";"1340745";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661440.599107166 6857814.74636984)";"1337379";"1337379";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659868.873398373 6867635.09354046)";"1339296";"1339296";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652596.405054559 6871749.10937366)";"1338871";"1338871";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650312.133852141 6857805.64434562)";"1345328";"1345328";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660488.458331476 6857320.58333792)";"1346564";"1346564";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (674173.320987932 6860815.97098666)";"1340156";"1340156";Avenue Jacques Prevert face CTM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (654458.542962246 6857083.67790273)";"1341086";"1341086";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (657230.184966333 6873377.63283155)";"1340522";"1340522";Rond-point de la 5Ã¨me Republique;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-15 00:00:00;;;;
"POINT (629506.591441354 6883688.17980356)";"1338622";"1338622";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (644103.739931105 6868004.91421612)";"1340646";"1340646";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649186.957867681 6850574.85599259)";"1352017";"1352017";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (632384.571122684 6882620.67875566)";"1345504";"1345504";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (650866.667747283 6855116.29705069)";"1352784";"1352784";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (674982.674258724 6859069.42431011)";"1341273";"1341273";Stade De Courbertin Chemin de la Fontaine;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (667254.37832327 6860123.89629595)";"1339004";"1339004";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646861.596696593 6853434.32717042)";"1352233";"1352233";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656094.677487962 6851666.34280816)";"1340554";"1340554";Avenue Gambetta;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-13 00:00:00;;;;
"POINT (674943.500733196 6859152.46942655)";"1340026";"1340026";Avenue Jean Moulin RD 128;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (645466.892382215 6865422.67902747)";"1337556";"1337556";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (666960.16046795 6859642.15415603)";"1347960";"1347960";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642983.571289031 6860684.06923694)";"1341802";"1341802";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651057.974847801 6868833.43768288)";"1337823";"1337823";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648336.741073236 6870123.27969691)";"1347465";"1347465";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (639444.610874507 6860102.22797313)";"1340053";"1340053";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642683.904244877 6860347.91377758)";"1341810";"1341810";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652096.151475884 6872450.80412202)";"1339464";"1339464";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648735.70473817 6858000.98617288)";"1347671";"1347671";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660170.236991184 6855294.27112559)";"1341757";"1341757";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (658687.580815939 6862103.88792646)";"1347918";"1347918";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657303.5763374 6861476.94474547)";"1353126";"1353126";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (647814.11564386 6855747.03770992)";"1338340";"1338340";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653507.24285795 6868103.11243101)";"1338647";"1338647";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644123.702150244 6853293.77300027)";"1339676";"1339676";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (655516.738178072 6869856.14823535)";"1338471";"1338471";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653429.991589351 6872644.79562348)";"1339420";"1339420";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656885.023672117 6855116.26290566)";"1348089";"1348089";29 RUE EDITH CAVELL - IRISE -K2C;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (628896.029266095 6883661.63179019)";"1343166";"1343166";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (647049.468002102 6852958.64412474)";"1337929";"1337929";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659789.741064228 6853762.75884567)";"1345978";"1345978";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (650580.516939281 6855567.91041228)";"1353370";"1353370";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (642064.521373488 6865834.01437326)";"1351722";"1351722";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652824.269034913 6871166.64769992)";"1348250";"1348250";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662511.651273253 6852706.34393551)";"1352780";"1352780";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (662353.563230715 6852865.96513511)";"1346673";"1346673";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (654781.545064735 6868379.00534167)";"1338291";"1338291";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (647037.942904364 6848316.57927745)";"1343051";"1343051";Angle Avenue du president Kennedy / Rue Andre Chen;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-10 00:00:00;;;;
"POINT (651056.441603996 6855075.14629169)";"1339375";"1339375";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (663223.413705481 6855569.02188068)";"1338817";"1338817";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (650432.426101921 6855659.57648529)";"1339373";"1339373";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (651789.634189043 6868902.61343761)";"1341062";"1341062";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652914.709613759 6857093.22451411)";"1338174";"1338174";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (665290.870130277 6855296.18700835)";"1337248";"1337248";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661560.852285875 6861124.94773508)";"1348665";"1348665";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661345.083430078 6857858.683081)";"1338827";"1338827";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (641851.426971142 6868689.90716108)";"1337205";"1337205";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652232.708299925 6871994.18143823)";"1338867";"1338867";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657298.505242199 6872509.84920459)";"1341401";"1341401";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651630.720473748 6857559.42574933)";"2483512";"2483512";FRANCE TELECOM;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-08-29 00:00:00;;;;
"POINT (642981.072098795 6860723.28155349)";"1341801";"1341801";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653879.435490041 6874716.8956877)";"1352010";"1352010";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660579.954269975 6863368.64714475)";"1353653";"1353653";Face au 231 Rue de Rosny;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-06 00:00:00;;;;
"POINT (655190.742189771 6872823.94462924)";"1347203";"1347203";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645616.037188217 6859376.1692562)";"1346578";"1346578";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662252.184359352 6852581.88107642)";"1345411";"1345411";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (642046.188618875 6866078.82223076)";"1346619";"1346619";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (669194.601448211 6860382.12697339)";"1345203";"1345203";2Z13T02S01Z103;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-10-08 00:00:00;;;;
"POINT (653565.087179551 6855250.60377822)";"1340496";"1340496";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (662321.234721871 6852755.08865437)";"1345415";"1345415";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (646315.700118346 6868501.5185937)";"1345904";"1345904";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (666119.455591283 6868913.43336916)";"1347772";"1347772";62 AVENUE DU CONSUL GENERAL NORDLING;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661528.49672732 6864306.80554322)";"1337680";"1337680";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650666.958997587 6852264.66066945)";"1347546";"1347546";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (648699.898994456 6857916.5939703)";"1347657";"1347657";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662112.272542169 6864304.31476219)";"1338277";"1338277";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (635428.150598337 6880534.49018712)";"1340725";"1340725";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-22 00:00:00;;;;
"POINT (650626.596811463 6853482.06857887)";"1340739";"1340739";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (652509.033368848 6869838.12727261)";"1341063";"1341063";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (663286.858404092 6855529.50738497)";"1348099";"1348099";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (645574.031906989 6853832.9683973)";"1341177";"1341177";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (674889.681904558 6861164.40572712)";"1344857";"1344857";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (653304.773988023 6872841.63795123)";"1347195";"1347195";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (639255.428659746 6866231.88759657)";"1340234";"1340234";101 Rue Sainte-Claire Deville Agencement nÂ°1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-17 00:00:00;;;;
"POINT (660547.721239695 6857339.42425456)";"1346562";"1346562";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (651789.634200818 6868902.61484048)";"1337383";"1337383";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653138.069600418 6856908.41291812)";"1342587";"1342587";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653425.488544699 6871849.37424231)";"1344299";"1344299";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648961.05111254 6868047.67206051)";"1340319";"1340319";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660653.418473239 6857565.86104611)";"1348633";"1348633";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (660661.576858957 6856404.94677314)";"1348767";"1348767";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (663306.441702634 6860307.70411318)";"1338409";"1338409";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659927.262038423 6867915.68102824)";"1347331";"1347331";MH841;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662756.539083437 6859936.35751836)";"1337708";"1337708";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (663446.47580119 6850136.56761556)";"1347975";"1347975";Emprise TELCITE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-05 00:00:00;;;;
"POINT (654199.367253849 6867548.25697716)";"1348752";"1348752";IRISE - ANGLE GARDINOUX-HUGO;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649155.45539884 6870746.0774313)";"1389151";"1389151";MH1389151;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2015-03-27 00:00:00;;;;
"POINT (662337.491224983 6867861.55393873)";"1338299";"1338299";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654716.849679037 6872648.6304849)";"1339570";"1339570";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656061.484744195 6853783.15222199)";"1338795";"1338795";Ruiz / Choisy;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (642348.77466093 6869628.72991325)";"1344272";"1344272";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (646512.655865049 6854547.69073279)";"1340859";"1340859";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656782.221106544 6857333.21495579)";"1338267";"1338267";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (636161.968990019 6856092.93924751)";"1341183";"1341183";2 Avenue de Paris;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-09 00:00:00;;;;
"POINT (657279.22082157 6863580.02959039)";"1346731";"1346731";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657811.26185993 6860895.65627105)";"1351636";"1351636";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (649339.500112099 6852158.24273611)";"1338732";"1338732";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651446.15750947 6855988.81912633)";"1338009";"1338009";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (656200.716183555 6852033.82219139)";"1338982";"1338982";Angle Boulevard des Allies / Rue Auguste Franchot;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-13 00:00:00;;;;
"POINT (650266.091315871 6850667.40968265)";"1348562";"1348562";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (657537.422361834 6861378.45590726)";"1339053";"1339053";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653221.095333301 6872539.29668615)";"1337627";"1337627";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642761.990209409 6869329.91864318)";"1344266";"1344266";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (658979.860942368 6867503.5706341)";"1338028";"1338028";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653427.358986934 6871846.41474836)";"1347541";"1347541";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650512.899668808 6856503.89457661)";"1349513";"1349513";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (655153.332260143 6867696.32801746)";"1338294";"1338294";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657200.468772314 6871836.20705462)";"1339021";"1339021";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656097.06748448 6855059.88361378)";"1348090";"1348090";132 Avenue du Groupe Manouchian;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
