WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (649620.998792394 6872793.57143487)";"3463007";"3463007";POP MEDIATHEQUE EPINAY SUR SEINE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2010-07-12 00:00:00;;;;
"POINT (649498.117501277 6857436.8046678)";"3463008";"3463008";POP MONTROUGE BATIMENT JEUNESSE ET SPORT;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-11-17 00:00:00;;;;
"POINT (649696.43169132 6873084.67057217)";"3463025";"3463025";POP TELETOTA EPINAY SUR SEINE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2012-01-25 00:00:00;;;;
"POINT (649574.860373733 6857412.17495426)";"3463026";"3463026";POP MONTROUGE MATERNELLE MAURICE ARNOUX;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-11-17 00:00:00;;;;
"POINT (649553.903631489 6852414.38508113)";"3463034";"3463034";POP SANOFI ANTONY;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-03-01 00:00:00;;;;
"POINT (649780.601181105 6872639.32272533)";"3463052";"3463052";POP MAIRIE D'EPINAY SUR SEINE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2004-08-23 00:00:00;;;;
"POINT (649754.192939807 6858180.20449728)";"3463075";"3463075";POP ENS MONTROUGE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2007-03-20 00:00:00;;;;
"POINT (649868.772396201 6857543.62729918)";"3463096";"3463096";POP MONTROUGE MATERNELLE BERTHELOT;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-11-16 00:00:00;;;;
"POINT (649902.58352092 6858000.06729156)";"3463105";"3463105";POP MONTROUGE JARDIN ENFANCE 11 NOVEMBRE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2008-02-14 00:00:00;;;;
"POINT (649908.721581974 6858017.00568763)";"3463110";"3463110";POP MONTROUGE CRECHE 11 NOVEMBRE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-01-18 00:00:00;;;;
"POINT (649921.714048515 6857064.47270353)";"3463121";"3463121";POP MONTROUGE ECOLE MATERNELLE BOILEAU;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (649959.62767535 6857057.15874601)";"3463130";"3463130";POP MONTROUGE ECOLE ELEMENTAIRE BOILEAU;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (649159.945206326 6870745.78069415)";"1348974";"1348974";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649991.461954367 6857039.90185937)";"3463140";"3463140";POP MONTROUGE CONSERVATOIRE DE MUSIQUE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (650122.090314697 6857839.3213311)";"3463179";"3463179";POP MAIRIE MONTROUGE SITE B;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-01-18 00:00:00;;;;
"POINT (650130.193748908 6857852.24546385)";"3463181";"3463181";POP MAIRIE MONTROUGE SITE A;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-01-18 00:00:00;;;;
"POINT (650144.149901505 6857848.13075141)";"3463183";"3463183";POP MAIRIE DE MONTROUGE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2003-08-08 00:00:00;;;;
"POINT (650132.342104369 6857061.5900528)";"3463187";"3463187";POP MONTROUGE MONTROUGE ECOLE ELEMENTAIRE BUFFALO;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (650159.790931616 6857330.312489)";"3463194";"3463194";POP MONTROUGE JARDIN D ENFANTS GINOUX;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2005-10-03 00:00:00;;;;
"POINT (650175.068790184 6857840.87530515)";"3463198";"3463198";POP MONTROUGE MEDIATHEQUE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650165.171126531 6857001.18217024)";"3463199";"3463199";POP MONTROUGE ECOLE MATERNELLE BUFFALO;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (650192.315377728 6857157.14416409)";"3463203";"3463203";POP MONTROUGE CRECHE CARVES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (650207.456636939 6857889.5738658)";"3463208";"3463208";POP MONTROUGE MATERNELLE RABELAIS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-01-18 00:00:00;;;;
"POINT (650205.806788562 6857454.85069279)";"3463210";"3463210";POP MONTROUGE PISCINE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-03 00:00:00;;;;
"POINT (650221.611969398 6856480.30801244)";"3463223";"3463223";POP MINDEF DGA ARCEUIL BAT NÂ°148;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2011-01-26 00:00:00;;;;
"POINT (650217.538464479 6850755.8230149)";"3463241";"3463241";POP MAIRIE DE FRESNES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2002-12-13 00:00:00;;;;
"POINT (650282.941627377 6857715.04532615)";"3463247";"3463247";POP MONTROUGE ECOLE ELEMENTAIRE QUENEAU;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650255.104782124 6856687.97754463)";"3463251";"3463251";POP MINDEF DGA ARCEUIL BAT NÂ°178;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2011-01-26 00:00:00;;;;
"POINT (650307.92595784 6855809.98943331)";"3463259";"3463259";POP EDF BRIAND;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2011-05-10 00:00:00;;;;
"POINT (650341.721662558 6857812.49293728)";"3463261";"3463261";POP MONTROUGE JARDIN D'ENFANTS ZAC NORD;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-08-03 00:00:00;;;;
"POINT (650314.469023432 6850636.08207165)";"3463265";"3463265";POP BIBLIOTHEQUE FRESNES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2004-05-04 00:00:00;;;;
"POINT (650405.567570539 6857680.03687713)";"3463271";"3463271";POP MONTROUGE ECOLE MATERNELLE AMAURY DUVAL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650426.501886724 6857673.86480378)";"3463275";"3463275";POP MONTROUGE CENTRE MEDICO SOCIAL (CMS);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650400.650993308 6852212.39733823)";"3463278";"3463278";POP ECOLE_VAL_AUX_RENARDS (D83);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (650439.000559587 6850590.06433291)";"3463293";"3463293";POP CRECHE DE LA SABLONIERE FRESNES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2011-09-29 00:00:00;;;;
"POINT (650461.388572094 6852185.90321307)";"3463296";"3463296";POP CHAUFFERIE_VAL_AUX_RENARDS (D82);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-20 00:00:00;;;;
"POINT (650509.795345303 6850809.33596369)";"3463311";"3463311";POP FERME DE COTTAINVILLE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2004-05-04 00:00:00;;;;
"POINT (650591.411499601 6857318.69477153)";"3463317";"3463317";POP MONTROUGE MAISON DES ASSOCIATIONS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650593.730130986 6857237.72430401)";"3463318";"3463318";POP MONTROUGE CLUB 14/17;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650633.537953867 6857421.55992616)";"3463319";"3463319";POP MONTROUGE ECOLE ELEMENTAIRE A BRIAND;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-10-12 00:00:00;;;;
"POINT (650603.183762079 6857411.53972086)";"3463320";"3463320";POP MONTROUGE  MATERNELLE ARISTIDE BRIAND;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-07-07 00:00:00;;;;
"POINT (650550.173679629 6850381.25815075)";"3463321";"3463321";POP IMMEUBLE CTM FRESNES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2002-12-23 00:00:00;;;;
"POINT (650598.449355716 6856371.2094187)";"3463332";"3463332";POP EDF RUE BERTHOLLET (ARCUEIL);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2011-06-27 00:00:00;;;;
"POINT (650671.561018023 6857580.86302578)";"3463340";"3463340";POP MONTROUGE CRECHE ANNE DE GAULLE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-08-03 00:00:00;;;;
"POINT (650628.493131602 6850544.50074588)";"3463345";"3463345";POP IMMEUBLE CTM ANNEXE FRESNES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2005-04-12 00:00:00;;;;
"POINT (650705.19255599 6857539.60572353)";"3463355";"3463355";POP NEOPRESS GAULLE (MONTROUGE);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2008-06-25 00:00:00;;;;
"POINT (650711.795244735 6857894.06572626)";"3463357";"3463357";POP SANOFI MONTROUGE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2005-12-15 00:00:00;;;;
"POINT (650678.899482702 6852501.88406524)";"3463359";"3463359";POP GS_BLONDEAUX (D33);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (650778.642275453 6852479.06028849)";"3463384";"3463384";POP PISCINE_HAY (D18);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (650840.317294398 6856255.24841004)";"3463386";"3463386";POP BANQUE-FINANCE CDC ARCEUIL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2003-04-11 00:00:00;;;;
"POINT (650925.707780473 6868719.13942266)";"3463388";"3463388";POP CHATEAU SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-10-19 00:00:00;;;;
"POINT (650966.852430947 6867997.12345781)";"3463401";"3463401";POP LEROY MERLIN HUGO SAINT-OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2010-10-06 00:00:00;;;;
"POINT (651009.747753227 6868702.34244849)";"3463416";"3463416";POP CCAS SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-04-09 00:00:00;;;;
"POINT (650988.446156826 6856163.06022738)";"3463430";"3463430";POP BANQUE CDC BERTHOLLET ARCUEIL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2003-04-11 00:00:00;;;;
"POINT (651085.635909283 6868575.7805932)";"3463431";"3463431";POP MAISON DES PROJETS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-04-10 00:00:00;;;;
"POINT (651080.337258363 6867706.34415396)";"3463432";"3463432";POP CENTRE MEDICAL SANTE ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (650987.57679002 6868730.29200947)";"3463435";"3463435";POP UG1 OPH DE ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-04-09 00:00:00;;;;
"POINT (651108.764950846 6868400.22445594)";"3463441";"3463441";POP ALSTOM ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2007-03-27 00:00:00;;;;
"POINT (651107.148885812 6867805.05985232)";"3463444";"3463444";POP SERVICE MUNICIPAL DE L'ENFANCE SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (651135.75796387 6867879.77497309)";"3463447";"3463447";POP CAP J SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-10-18 00:00:00;;;;
"POINT (651167.581765765 6868263.81132628)";"3463461";"3463461";POP ST OUEN CENTRE ADMINISTRATIF;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2003-01-27 00:00:00;;;;
"POINT (651173.25779649 6868344.71538318)";"3463463";"3463463";POP POLE EMPLOI ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (651193.379266622 6868910.67600663)";"3463465";"3463465";POP CMS SAINT DENIS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-04-10 00:00:00;;;;
"POINT (651062.179206688 6852088.91662944)";"3463468";"3463468";POP COOP_PTT (D48);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651195.688797411 6867995.20273928)";"3463469";"3463469";POP MEDIATHEQUE SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2008-07-02 00:00:00;;;;
"POINT (651073.061044139 6852194.76075844)";"3463471";"3463471";POP MONTJOIE (D34);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651180.599232055 6868923.9754229)";"3463472";"3463472";POP PMI SAINT DENIS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-04-10 00:00:00;;;;
"POINT (651137.792924292 6855144.42369794)";"3463480";"3463480";POP MAIRIE DE CACHAN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2010-11-18 00:00:00;;;;
"POINT (651123.862176833 6852413.20105481)";"3463486";"3463486";POP RCE_COCHETTES (GXY);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651160.920430782 6855100.98336011)";"3463488";"3463488";POP MEDIATHEQUE CACHAN (RUE CAMILLE DESMOULINS);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2010-11-18 00:00:00;;;;
"POINT (651157.527294351 6852375.94100315)";"3463492";"3463492";POP RCE BERGERE (D89);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651298.126465846 6868174.23555688)";"3463495";"3463495";POP MAIRIE ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (651196.830517216 6855130.72737151)";"3463496";"3463496";POP HOTEL DES POSTES CACHAN (RUE CAMILLE DESMOULINS);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2010-11-18 00:00:00;;;;
"POINT (651150.90371731 6869088.92647639)";"3463505";"3463505";POP ISMCM SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-07-20 00:00:00;;;;
"POINT (651338.556395649 6867633.21915945)";"3463507";"3463507";POP CIRCONSCRIPTION SOCIALE ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (651274.380876406 6853558.24010025)";"3463526";"3463526";POP FRETTES_2 (D27);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651278.50490012 6853454.26911822)";"3463528";"3463528";POP POLYATHAS (D94);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651289.859798228 6853259.29173389)";"3463533";"3463533";POP TOURNELLES_1 (D74);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651435.127227969 6868422.93654244)";"3463537";"3463537";POP GARAGE SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2006-10-19 00:00:00;;;;
"POINT (651347.444100713 6856428.88404783)";"3463541";"3463541";POP MAIRIE D'ARCUEIL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2003-12-11 00:00:00;;;;
"POINT (651452.374301454 6867977.45755169)";"3463546";"3463546";POP ATLAS SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-04-09 00:00:00;;;;
"POINT (651461.795789548 6867671.16145223)";"3463547";"3463547";POP ST OUEN BULL (TD_ST OUEN DIEUMEGARD CLI);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2007-02-27 00:00:00;;;;
"POINT (651341.27391659 6852598.26238337)";"3463548";"3463548";POP JARDINS (D87);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651365.222544624 6853546.48428696)";"3463555";"3463555";POP AUDITORIUM (D76);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651368.305526025 6853437.52465573)";"3463558";"3463558";POP FRETTES_1_&_MAIRIE (D45'D46);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651373.301712729 6853437.482719)";"3463559";"3463559";POP MAIRIE DE LHAY LES ROSES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2007-02-15 00:00:00;;;;
"POINT (651368.765966115 6852658.99450782)";"3463560";"3463560";POP CLOSERIE (D88);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651377.526379429 6853345.50299684)";"3463563";"3463563";POP TOURNELLES_2 (D75);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651380.421539441 6853571.34151755)";"3463564";"3463564";POP CHAUFFERIE_GS_DU_CENTRE (D14);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651533.55959843 6867648.57203128)";"3463572";"3463572";POP DRH SAINT OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-18 00:00:00;;;;
"POINT (651471.983617274 6852812.03443443)";"3463593";"3463593";POP JEAN_MERMOZ (D63);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651477.478931611 6853347.66237508)";"3463594";"3463594";POP TOURNELLES_3 (D44);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651478.3124303 6853089.81223661)";"3463599";"3463599";POP SECHOIR_AUX_CORNETTES (D90);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651477.931098894 6852568.13295798)";"3463601";"3463601";POP RELAIS MAIRIE - QUARTIER LARUE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2010-10-13 00:00:00;;;;
"POINT (651520.169999599 6853433.25175812)";"3463608";"3463608";POP JARDINS_DISPAN (D12);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651651.075595128 6868195.25868301)";"3463610";"3463610";POP CENTRE ADMINISTRATIF MONET;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-10-19 00:00:00;;;;
"POINT (651733.119202265 6870826.0024014)";"3463627";"3463627";POP MAIRIE ILE ST DENIS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2004-09-01 00:00:00;;;;
"POINT (651782.831039697 6869962.09893284)";"3463629";"3463629";POP ZONEPRO LIBERATION ST DENIS;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2008-11-04 00:00:00;;;;
"POINT (651601.626982404 6853017.82032353)";"3463634";"3463634";POP LGTS_B (D72'D73);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651612.123196047 6853077.69573256)";"3463638";"3463638";POP LGTS_A (D71);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651801.47610123 6873373.91553564)";"3463644";"3463644";POP UNIVERSITE VILLETANEUSE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2006-06-26 00:00:00;;;;
"POINT (651664.23729974 6852976.31970886)";"3463650";"3463650";POP STADE_HAYETTE (E02);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651668.796410896 6853043.2408777)";"3463651";"3463651";POP COLLEGE_CHEVREUL (D22);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651636.547887551 6852439.69156287)";"3463655";"3463655";POP RESID_CROIX_DU_SUD (A04);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651716.984499949 6852593.10993041)";"3463669";"3463669";POP LA_LIBERTE (D95);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651859.002247498 6856892.30678553)";"3463682";"3463682";POP SANOFI GENTILLY GB RASPAIL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2004-04-28 00:00:00;;;;
"POINT (663592.020041644 6857028.9059065)";"2056956";"2056956";ORA 01;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2017-05-17 00:00:00;;;;
"POINT (651754.827089087 6852934.58423122)";"3463683";"3463683";POP CHAUFFERIE_STADE (A08);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651788.186841694 6856075.39647388)";"3463686";"3463686";POP COMELI VIGNERON ARCUEIL;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2011-03-30 00:00:00;;;;
"POINT (651784.110298876 6852732.46129627)";"3463695";"3463695";POP FOYER_SONACOTRA (D21);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651891.879790475 6867573.71720986)";"3463697";"3463697";POP UG2 OPH DE ST OUEN;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-04-08 00:00:00;;;;
"POINT (651802.972775742 6852479.45689943)";"3463704";"3463704";POP GS_PASTEUR (D47);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-22 00:00:00;;;;
"POINT (651983.957081844 6873683.19959235)";"3463707";"3463707";POP MAIRIE DE VILLETANEUSE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2004-08-23 00:00:00;;;;
"POINT (651807.95131106 6852596.3439149)";"3463708";"3463708";POP JARDINS_SUD (D62);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (651819.637410576 6853869.47127884)";"3463710";"3463710";POP RCE_FLOREAL (DXX);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;A;;;;2009-07-17 00:00:00;;;;
"POINT (651845.587719357 6852674.98010804)";"3463722";"3463722";POP CEN_GEOTH_HAY_LES_ROSES (C02);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-07-22 00:00:00;;;;
"POINT (647657.709135268 6854827.51756428)";"3463827";"3463827";POP MAIRIE FONTENAY AUX ROSES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2009-09-03 00:00:00;;;;
"POINT (647774.076274057 6853486.6769423)";"3463857";"3463857";POP MAIRIE DE SCEAUX;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2007-11-30 00:00:00;;;;
"POINT (647833.5059408 6858187.3276395)";"3463861";"3463861";POP MAIRIE DE VANVES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2002-11-15 00:00:00;;;;
"POINT (647924.740976451 6868107.6024316)";"3463864";"3463864";POP MAIRIE D'ASNIERES SUR SEINE;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;Site sur t_suf;B;;;;2002-09-10 00:00:00;;;;
